#    L    TxT            TxE            TxP            TxW1           ExT            ExE            ExP            ExW1           PxT            PxE            PxP            PxW1           W1xT           W1xE           W1xP           W1xW1       
    98    0.25760E+04   -0.21290E+02    0.36116E-05   -0.15147E-01   -0.21290E+02    0.70485E+00   -0.26947E-08    0.36898E-05    0.36116E-05   -0.26947E-08    0.97952E-11   -0.63537E-08   -0.15147E-01    0.36898E-05   -0.63537E-08    0.21690E-01
    99    0.26062E+04   -0.21924E+02    0.35205E-05   -0.15325E-01   -0.21924E+02    0.71893E+00   -0.23449E-08    0.34625E-05    0.35205E-05   -0.23449E-08    0.95346E-11   -0.63679E-08   -0.15325E-01    0.34625E-05   -0.63679E-08    0.22088E-01
   100    0.26367E+04   -0.22556E+02    0.34325E-05   -0.15505E-01   -0.22556E+02    0.73287E+00   -0.19493E-08    0.31105E-05    0.34325E-05   -0.19493E-08    0.92831E-11   -0.63819E-08   -0.15505E-01    0.31105E-05   -0.63819E-08    0.22489E-01
   101    0.26673E+04   -0.23191E+02    0.33474E-05   -0.15685E-01   -0.23191E+02    0.74675E+00   -0.15179E-08    0.26506E-05    0.33474E-05   -0.15179E-08    0.90404E-11   -0.63955E-08   -0.15685E-01    0.26506E-05   -0.63955E-08    0.22892E-01
   102    0.26985E+04   -0.23825E+02    0.32651E-05   -0.15864E-01   -0.23825E+02    0.76040E+00   -0.10610E-08    0.20995E-05    0.32651E-05   -0.10610E-08    0.88061E-11   -0.64087E-08   -0.15864E-01    0.20995E-05   -0.64087E-08    0.23299E-01
   103    0.27296E+04   -0.24460E+02    0.31855E-05   -0.16039E-01   -0.24460E+02    0.77391E+00   -0.58873E-09    0.14743E-05    0.31855E-05   -0.58873E-09    0.85799E-11   -0.64214E-08   -0.16039E-01    0.14743E-05   -0.64214E-08    0.23707E-01
   104    0.27608E+04   -0.25093E+02    0.31085E-05   -0.16207E-01   -0.25093E+02    0.78727E+00   -0.11131E-09    0.79157E-06    0.31085E-05   -0.11131E-09    0.83614E-11   -0.64336E-08   -0.16207E-01    0.79157E-06   -0.64336E-08    0.24118E-01
   105    0.27923E+04   -0.25725E+02    0.30339E-05   -0.16366E-01   -0.25725E+02    0.80042E+00    0.36109E-09    0.68343E-07    0.30339E-05    0.36109E-09    0.81502E-11   -0.64453E-08   -0.16366E-01    0.68343E-07   -0.64453E-08    0.24532E-01
   106    0.28239E+04   -0.26355E+02    0.29616E-05   -0.16514E-01   -0.26355E+02    0.81342E+00    0.81826E-09   -0.67858E-06    0.29616E-05    0.81826E-09    0.79460E-11   -0.64563E-08   -0.16514E-01   -0.67858E-06   -0.64563E-08    0.24948E-01
   107    0.28555E+04   -0.26982E+02    0.28914E-05   -0.16649E-01   -0.26982E+02    0.82614E+00    0.12500E-08   -0.14323E-05    0.28914E-05    0.12500E-08    0.77485E-11   -0.64666E-08   -0.16649E-01   -0.14323E-05   -0.64666E-08    0.25366E-01
   108    0.28874E+04   -0.27607E+02    0.28233E-05   -0.16768E-01   -0.27607E+02    0.83863E+00    0.16462E-08   -0.21761E-05    0.28233E-05    0.16462E-08    0.75572E-11   -0.64762E-08   -0.16768E-01   -0.21761E-05   -0.64762E-08    0.25787E-01
   109    0.29195E+04   -0.28228E+02    0.27571E-05   -0.16869E-01   -0.28228E+02    0.85084E+00    0.19966E-08   -0.28930E-05    0.27571E-05    0.19966E-08    0.73719E-11   -0.64850E-08   -0.16869E-01   -0.28930E-05   -0.64850E-08    0.26210E-01
   110    0.29516E+04   -0.28844E+02    0.26926E-05   -0.16950E-01   -0.28844E+02    0.86276E+00    0.22910E-08   -0.35662E-05    0.26926E-05    0.22910E-08    0.71921E-11   -0.64929E-08   -0.16950E-01   -0.35662E-05   -0.64929E-08    0.26636E-01
   111    0.29839E+04   -0.29456E+02    0.26298E-05   -0.17009E-01   -0.29456E+02    0.87447E+00    0.25217E-08   -0.41826E-05    0.26298E-05    0.25217E-08    0.70176E-11   -0.64999E-08   -0.17009E-01   -0.41826E-05   -0.64999E-08    0.27064E-01
   112    0.30164E+04   -0.30064E+02    0.25686E-05   -0.17046E-01   -0.30064E+02    0.88589E+00    0.26909E-08   -0.47442E-05    0.25686E-05    0.26909E-08    0.68481E-11   -0.65061E-08   -0.17046E-01   -0.47442E-05   -0.65061E-08    0.27494E-01
   113    0.30490E+04   -0.30666E+02    0.25090E-05   -0.17064E-01   -0.30666E+02    0.89702E+00    0.28031E-08   -0.52566E-05    0.25090E-05    0.28031E-08    0.66836E-11   -0.65114E-08   -0.17064E-01   -0.52566E-05   -0.65114E-08    0.27926E-01
   114    0.30817E+04   -0.31262E+02    0.24509E-05   -0.17064E-01   -0.31262E+02    0.90779E+00    0.28629E-08   -0.57257E-05    0.24509E-05    0.28629E-08    0.65239E-11   -0.65159E-08   -0.17064E-01   -0.57257E-05   -0.65159E-08    0.28361E-01
   115    0.31147E+04   -0.31850E+02    0.23944E-05   -0.17048E-01   -0.31850E+02    0.91835E+00    0.28750E-08   -0.61572E-05    0.23944E-05    0.28750E-08    0.63689E-11   -0.65196E-08   -0.17048E-01   -0.61572E-05   -0.65196E-08    0.28798E-01
   116    0.31477E+04   -0.32432E+02    0.23393E-05   -0.17017E-01   -0.32432E+02    0.92847E+00    0.28440E-08   -0.65568E-05    0.23393E-05    0.28440E-08    0.62185E-11   -0.65225E-08   -0.17017E-01   -0.65568E-05   -0.65225E-08    0.29237E-01
   117    0.31809E+04   -0.33005E+02    0.22857E-05   -0.16973E-01   -0.33005E+02    0.93824E+00    0.27744E-08   -0.69302E-05    0.22857E-05    0.27744E-08    0.60725E-11   -0.65246E-08   -0.16973E-01   -0.69302E-05   -0.65246E-08    0.29678E-01
   118    0.32143E+04   -0.33571E+02    0.22335E-05   -0.16917E-01   -0.33571E+02    0.94779E+00    0.26709E-08   -0.72831E-05    0.22335E-05    0.26709E-08    0.59309E-11   -0.65261E-08   -0.16917E-01   -0.72831E-05   -0.65261E-08    0.30121E-01
   119    0.32477E+04   -0.34127E+02    0.21827E-05   -0.16852E-01   -0.34127E+02    0.95698E+00    0.25380E-08   -0.76214E-05    0.21827E-05    0.25380E-08    0.57934E-11   -0.65268E-08   -0.16852E-01   -0.76214E-05   -0.65268E-08    0.30567E-01
   120    0.32812E+04   -0.34673E+02    0.21333E-05   -0.16778E-01   -0.34673E+02    0.96566E+00    0.23804E-08   -0.79507E-05    0.21333E-05    0.23804E-08    0.56599E-11   -0.65269E-08   -0.16778E-01   -0.79507E-05   -0.65269E-08    0.31015E-01
   121    0.33147E+04   -0.35210E+02    0.20852E-05   -0.16698E-01   -0.35210E+02    0.97414E+00    0.22026E-08   -0.82767E-05    0.20852E-05    0.22026E-08    0.55304E-11   -0.65264E-08   -0.16698E-01   -0.82767E-05   -0.65264E-08    0.31464E-01
   122    0.33483E+04   -0.35736E+02    0.20384E-05   -0.16613E-01   -0.35736E+02    0.98210E+00    0.20094E-08   -0.86052E-05    0.20384E-05    0.20094E-08    0.54047E-11   -0.65252E-08   -0.16613E-01   -0.86052E-05   -0.65252E-08    0.31916E-01
   123    0.33820E+04   -0.36252E+02    0.19929E-05   -0.16525E-01   -0.36252E+02    0.98964E+00    0.18052E-08   -0.89420E-05    0.19929E-05    0.18052E-08    0.52827E-11   -0.65235E-08   -0.16525E-01   -0.89420E-05   -0.65235E-08    0.32370E-01
   124    0.34157E+04   -0.36754E+02    0.19486E-05   -0.16435E-01   -0.36754E+02    0.99681E+00    0.15947E-08   -0.92926E-05    0.19486E-05    0.15947E-08    0.51642E-11   -0.65213E-08   -0.16435E-01   -0.92926E-05   -0.65213E-08    0.32826E-01
   125    0.34494E+04   -0.37245E+02    0.19055E-05   -0.16345E-01   -0.37245E+02    0.10036E+01    0.13824E-08   -0.96630E-05    0.19055E-05    0.13824E-08    0.50491E-11   -0.65185E-08   -0.16345E-01   -0.96630E-05   -0.65185E-08    0.33284E-01
   126    0.34832E+04   -0.37724E+02    0.18637E-05   -0.16256E-01   -0.37724E+02    0.10099E+01    0.11731E-08   -0.10059E-04    0.18637E-05    0.11731E-08    0.49373E-11   -0.65152E-08   -0.16256E-01   -0.10059E-04   -0.65152E-08    0.33744E-01
   127    0.35170E+04   -0.38191E+02    0.18229E-05   -0.16170E-01   -0.38191E+02    0.10158E+01    0.97125E-09   -0.10486E-04    0.18229E-05    0.97125E-09    0.48287E-11   -0.65114E-08   -0.16170E-01   -0.10486E-04   -0.65114E-08    0.34206E-01
   128    0.35508E+04   -0.38643E+02    0.17833E-05   -0.16090E-01   -0.38643E+02    0.10213E+01    0.78149E-09   -0.10950E-04    0.17833E-05    0.78149E-09    0.47231E-11   -0.65072E-08   -0.16090E-01   -0.10950E-04   -0.65072E-08    0.34670E-01
   129    0.35847E+04   -0.39082E+02    0.17448E-05   -0.16015E-01   -0.39082E+02    0.10264E+01    0.60842E-09   -0.11456E-04    0.17448E-05    0.60842E-09    0.46204E-11   -0.65026E-08   -0.16015E-01   -0.11456E-04   -0.65026E-08    0.35136E-01
   130    0.36185E+04   -0.39506E+02    0.17074E-05   -0.15949E-01   -0.39506E+02    0.10309E+01    0.45665E-09   -0.12011E-04    0.17074E-05    0.45665E-09    0.45205E-11   -0.64976E-08   -0.15949E-01   -0.12011E-04   -0.64976E-08    0.35603E-01
   131    0.36523E+04   -0.39916E+02    0.16710E-05   -0.15891E-01   -0.39916E+02    0.10350E+01    0.32973E-09   -0.12617E-04    0.16710E-05    0.32973E-09    0.44233E-11   -0.64922E-08   -0.15891E-01   -0.12617E-04   -0.64922E-08    0.36073E-01
   132    0.36863E+04   -0.40310E+02    0.16356E-05   -0.15843E-01   -0.40310E+02    0.10387E+01    0.22700E-09   -0.13272E-04    0.16356E-05    0.22700E-09    0.43286E-11   -0.64865E-08   -0.15843E-01   -0.13272E-04   -0.64865E-08    0.36544E-01
   133    0.37201E+04   -0.40689E+02    0.16011E-05   -0.15803E-01   -0.40689E+02    0.10419E+01    0.14673E-09   -0.13966E-04    0.16011E-05    0.14673E-09    0.42365E-11   -0.64804E-08   -0.15803E-01   -0.13966E-04   -0.64804E-08    0.37018E-01
   134    0.37539E+04   -0.41050E+02    0.15676E-05   -0.15770E-01   -0.41050E+02    0.10447E+01    0.87211E-10   -0.14695E-04    0.15676E-05    0.87211E-10    0.41468E-11   -0.64740E-08   -0.15770E-01   -0.14695E-04   -0.64740E-08    0.37493E-01
   135    0.37877E+04   -0.41395E+02    0.15350E-05   -0.15744E-01   -0.41395E+02    0.10470E+01    0.46726E-10   -0.15450E-04    0.15350E-05    0.46726E-10    0.40595E-11   -0.64672E-08   -0.15744E-01   -0.15450E-04   -0.64672E-08    0.37970E-01
   136    0.38214E+04   -0.41721E+02    0.15033E-05   -0.15724E-01   -0.41721E+02    0.10488E+01    0.23558E-10   -0.16227E-04    0.15033E-05    0.23558E-10    0.39745E-11   -0.64600E-08   -0.15724E-01   -0.16227E-04   -0.64600E-08    0.38448E-01
   137    0.38550E+04   -0.42030E+02    0.14725E-05   -0.15709E-01   -0.42030E+02    0.10501E+01    0.15989E-10   -0.17016E-04    0.14725E-05    0.15989E-10    0.38919E-11   -0.64524E-08   -0.15709E-01   -0.17016E-04   -0.64524E-08    0.38929E-01
   138    0.38886E+04   -0.42320E+02    0.14425E-05   -0.15699E-01   -0.42320E+02    0.10510E+01    0.22303E-10   -0.17813E-04    0.14425E-05    0.22303E-10    0.38114E-11   -0.64444E-08   -0.15699E-01   -0.17813E-04   -0.64444E-08    0.39411E-01
   139    0.39220E+04   -0.42592E+02    0.14133E-05   -0.15693E-01   -0.42592E+02    0.10515E+01    0.40781E-10   -0.18610E-04    0.14133E-05    0.40781E-10    0.37330E-11   -0.64361E-08   -0.15693E-01   -0.18610E-04   -0.64361E-08    0.39895E-01
   140    0.39554E+04   -0.42844E+02    0.13849E-05   -0.15690E-01   -0.42844E+02    0.10514E+01    0.69708E-10   -0.19400E-04    0.13849E-05    0.69708E-10    0.36568E-11   -0.64273E-08   -0.15690E-01   -0.19400E-04   -0.64273E-08    0.40381E-01
   141    0.39886E+04   -0.43077E+02    0.13572E-05   -0.15690E-01   -0.43077E+02    0.10508E+01    0.10737E-09   -0.20177E-04    0.13572E-05    0.10737E-09    0.35825E-11   -0.64182E-08   -0.15690E-01   -0.20177E-04   -0.64182E-08    0.40868E-01
   142    0.40218E+04   -0.43289E+02    0.13303E-05   -0.15691E-01   -0.43289E+02    0.10498E+01    0.15204E-09   -0.20935E-04    0.13303E-05    0.15204E-09    0.35102E-11   -0.64086E-08   -0.15691E-01   -0.20935E-04   -0.64086E-08    0.41357E-01
   143    0.40549E+04   -0.43482E+02    0.13040E-05   -0.15694E-01   -0.43482E+02    0.10484E+01    0.20201E-09   -0.21665E-04    0.13040E-05    0.20201E-09    0.34398E-11   -0.63987E-08   -0.15694E-01   -0.21665E-04   -0.63987E-08    0.41848E-01
   144    0.40878E+04   -0.43654E+02    0.12784E-05   -0.15696E-01   -0.43654E+02    0.10465E+01    0.25556E-09   -0.22362E-04    0.12784E-05    0.25556E-09    0.33712E-11   -0.63884E-08   -0.15696E-01   -0.22362E-04   -0.63884E-08    0.42340E-01
   145    0.41206E+04   -0.43804E+02    0.12534E-05   -0.15699E-01   -0.43804E+02    0.10442E+01    0.31097E-09   -0.23019E-04    0.12534E-05    0.31097E-09    0.33044E-11   -0.63776E-08   -0.15699E-01   -0.23019E-04   -0.63776E-08    0.42834E-01
   146    0.41534E+04   -0.43934E+02    0.12291E-05   -0.15700E-01   -0.43934E+02    0.10413E+01    0.36653E-09   -0.23629E-04    0.12291E-05    0.36653E-09    0.32393E-11   -0.63664E-08   -0.15700E-01   -0.23629E-04   -0.63664E-08    0.43329E-01
   147    0.41859E+04   -0.44041E+02    0.12053E-05   -0.15700E-01   -0.44041E+02    0.10381E+01    0.42051E-09   -0.24185E-04    0.12053E-05    0.42051E-09    0.31758E-11   -0.63548E-08   -0.15700E-01   -0.24185E-04   -0.63548E-08    0.43826E-01
   148    0.42182E+04   -0.44127E+02    0.11820E-05   -0.15697E-01   -0.44127E+02    0.10344E+01    0.47121E-09   -0.24681E-04    0.11820E-05    0.47121E-09    0.31138E-11   -0.63428E-08   -0.15697E-01   -0.24681E-04   -0.63428E-08    0.44325E-01
   149    0.42505E+04   -0.44191E+02    0.11593E-05   -0.15691E-01   -0.44191E+02    0.10302E+01    0.51691E-09   -0.25109E-04    0.11593E-05    0.51691E-09    0.30534E-11   -0.63304E-08   -0.15691E-01   -0.25109E-04   -0.63304E-08    0.44825E-01
   150    0.42825E+04   -0.44229E+02    0.11371E-05   -0.15681E-01   -0.44229E+02    0.10258E+01    0.55588E-09   -0.25464E-04    0.11371E-05    0.55588E-09    0.29944E-11   -0.63176E-08   -0.15681E-01   -0.25464E-04   -0.63176E-08    0.45326E-01
   151    0.43143E+04   -0.44246E+02    0.11153E-05   -0.15667E-01   -0.44246E+02    0.10208E+01    0.58678E-09   -0.25740E-04    0.11153E-05    0.58678E-09    0.29368E-11   -0.63043E-08   -0.15667E-01   -0.25740E-04   -0.63043E-08    0.45829E-01
   152    0.43458E+04   -0.44240E+02    0.10940E-05   -0.15648E-01   -0.44240E+02    0.10154E+01    0.60975E-09   -0.25938E-04    0.10940E-05    0.60975E-09    0.28806E-11   -0.62906E-08   -0.15648E-01   -0.25938E-04   -0.62906E-08    0.46334E-01
   153    0.43772E+04   -0.44208E+02    0.10732E-05   -0.15625E-01   -0.44208E+02    0.10097E+01    0.62528E-09   -0.26061E-04    0.10732E-05    0.62528E-09    0.28257E-11   -0.62765E-08   -0.15625E-01   -0.26061E-04   -0.62765E-08    0.46839E-01
   154    0.44083E+04   -0.44153E+02    0.10527E-05   -0.15598E-01   -0.44153E+02    0.10036E+01    0.63389E-09   -0.26112E-04    0.10527E-05    0.63389E-09    0.27720E-11   -0.62620E-08   -0.15598E-01   -0.26112E-04   -0.62620E-08    0.47347E-01
   155    0.44393E+04   -0.44074E+02    0.10328E-05   -0.15567E-01   -0.44074E+02    0.99710E+00    0.63607E-09   -0.26093E-04    0.10328E-05    0.63607E-09    0.27197E-11   -0.62472E-08   -0.15567E-01   -0.26093E-04   -0.62472E-08    0.47855E-01
   156    0.44698E+04   -0.43971E+02    0.10132E-05   -0.15533E-01   -0.43971E+02    0.99028E+00    0.63233E-09   -0.26008E-04    0.10132E-05    0.63233E-09    0.26686E-11   -0.62320E-08   -0.15533E-01   -0.26008E-04   -0.62320E-08    0.48366E-01
   157    0.45003E+04   -0.43842E+02    0.99407E-06   -0.15495E-01   -0.43842E+02    0.98312E+00    0.62317E-09   -0.25859E-04    0.99407E-06    0.62317E-09    0.26186E-11   -0.62165E-08   -0.15495E-01   -0.25859E-04   -0.62165E-08    0.48877E-01
   158    0.45305E+04   -0.43689E+02    0.97535E-06   -0.15454E-01   -0.43689E+02    0.97567E+00    0.60910E-09   -0.25649E-04    0.97535E-06    0.60910E-09    0.25699E-11   -0.62007E-08   -0.15454E-01   -0.25649E-04   -0.62007E-08    0.49390E-01
   159    0.45604E+04   -0.43510E+02    0.95704E-06   -0.15410E-01   -0.43510E+02    0.96780E+00    0.59062E-09   -0.25380E-04    0.95704E-06    0.59062E-09    0.25224E-11   -0.61846E-08   -0.15410E-01   -0.25380E-04   -0.61846E-08    0.49904E-01
   160    0.45901E+04   -0.43306E+02    0.93914E-06   -0.15364E-01   -0.43306E+02    0.95965E+00    0.56823E-09   -0.25056E-04    0.93914E-06    0.56823E-09    0.24759E-11   -0.61682E-08   -0.15364E-01   -0.25056E-04   -0.61682E-08    0.50420E-01
   161    0.46195E+04   -0.43076E+02    0.92163E-06   -0.15314E-01   -0.43076E+02    0.95130E+00    0.54244E-09   -0.24680E-04    0.92163E-06    0.54244E-09    0.24306E-11   -0.61515E-08   -0.15314E-01   -0.24680E-04   -0.61515E-08    0.50937E-01
   162    0.46487E+04   -0.42822E+02    0.90451E-06   -0.15263E-01   -0.42822E+02    0.94259E+00    0.51375E-09   -0.24253E-04    0.90451E-06    0.51375E-09    0.23863E-11   -0.61346E-08   -0.15263E-01   -0.24253E-04   -0.61346E-08    0.51456E-01
   163    0.46776E+04   -0.42542E+02    0.88777E-06   -0.15209E-01   -0.42542E+02    0.93361E+00    0.48266E-09   -0.23780E-04    0.88777E-06    0.48266E-09    0.23431E-11   -0.61175E-08   -0.15209E-01   -0.23780E-04   -0.61175E-08    0.51976E-01
   164    0.47062E+04   -0.42236E+02    0.87140E-06   -0.15154E-01   -0.42236E+02    0.92442E+00    0.44968E-09   -0.23262E-04    0.87140E-06    0.44968E-09    0.23009E-11   -0.61002E-08   -0.15154E-01   -0.23262E-04   -0.61002E-08    0.52497E-01
   165    0.47345E+04   -0.41904E+02    0.85541E-06   -0.15097E-01   -0.41904E+02    0.91495E+00    0.41531E-09   -0.22703E-04    0.85541E-06    0.41531E-09    0.22597E-11   -0.60827E-08   -0.15097E-01   -0.22703E-04   -0.60827E-08    0.53019E-01
   166    0.47626E+04   -0.41546E+02    0.83977E-06   -0.15038E-01   -0.41546E+02    0.90535E+00    0.38006E-09   -0.22104E-04    0.83977E-06    0.38006E-09    0.22195E-11   -0.60650E-08   -0.15038E-01   -0.22104E-04   -0.60650E-08    0.53543E-01
   167    0.47904E+04   -0.41163E+02    0.82449E-06   -0.14978E-01   -0.41163E+02    0.89540E+00    0.34442E-09   -0.21470E-04    0.82449E-06    0.34442E-09    0.21802E-11   -0.60472E-08   -0.14978E-01   -0.21470E-04   -0.60472E-08    0.54068E-01
   168    0.48178E+04   -0.40753E+02    0.80956E-06   -0.14917E-01   -0.40753E+02    0.88546E+00    0.30890E-09   -0.20803E-04    0.80956E-06    0.30890E-09    0.21418E-11   -0.60292E-08   -0.14917E-01   -0.20803E-04   -0.60292E-08    0.54595E-01
   169    0.48448E+04   -0.40316E+02    0.79497E-06   -0.14855E-01   -0.40316E+02    0.87525E+00    0.27402E-09   -0.20106E-04    0.79497E-06    0.27402E-09    0.21043E-11   -0.60111E-08   -0.14855E-01   -0.20106E-04   -0.60111E-08    0.55122E-01
   170    0.48716E+04   -0.39853E+02    0.78072E-06   -0.14792E-01   -0.39853E+02    0.86498E+00    0.24025E-09   -0.19381E-04    0.78072E-06    0.24025E-09    0.20676E-11   -0.59929E-08   -0.14792E-01   -0.19381E-04   -0.59929E-08    0.55651E-01
   171    0.48979E+04   -0.39362E+02    0.76679E-06   -0.14729E-01   -0.39362E+02    0.85465E+00    0.20813E-09   -0.18631E-04    0.76679E-06    0.20813E-09    0.20318E-11   -0.59746E-08   -0.14729E-01   -0.18631E-04   -0.59746E-08    0.56182E-01
   172    0.49237E+04   -0.38845E+02    0.75318E-06   -0.14665E-01   -0.38845E+02    0.84418E+00    0.17814E-09   -0.17859E-04    0.75318E-06    0.17814E-09    0.19967E-11   -0.59562E-08   -0.14665E-01   -0.17859E-04   -0.59562E-08    0.56713E-01
   173    0.49492E+04   -0.38302E+02    0.73989E-06   -0.14601E-01   -0.38302E+02    0.83359E+00    0.15078E-09   -0.17068E-04    0.73989E-06    0.15078E-09    0.19624E-11   -0.59378E-08   -0.14601E-01   -0.17068E-04   -0.59378E-08    0.57246E-01
   174    0.49743E+04   -0.37732E+02    0.72691E-06   -0.14538E-01   -0.37732E+02    0.82316E+00    0.12658E-09   -0.16260E-04    0.72691E-06    0.12658E-09    0.19289E-11   -0.59194E-08   -0.14538E-01   -0.16260E-04   -0.59194E-08    0.57780E-01
   175    0.49990E+04   -0.37135E+02    0.71423E-06   -0.14475E-01   -0.37135E+02    0.81260E+00    0.10601E-09   -0.15439E-04    0.71423E-06    0.10601E-09    0.18961E-11   -0.59009E-08   -0.14475E-01   -0.15439E-04   -0.59009E-08    0.58315E-01
   176    0.50232E+04   -0.36510E+02    0.70184E-06   -0.14412E-01   -0.36510E+02    0.80212E+00    0.89483E-10   -0.14607E-04    0.70184E-06    0.89483E-10    0.18640E-11   -0.58825E-08   -0.14412E-01   -0.14607E-04   -0.58825E-08    0.58852E-01
   177    0.50470E+04   -0.35860E+02    0.68974E-06   -0.14350E-01   -0.35860E+02    0.79167E+00    0.76888E-10   -0.13764E-04    0.68974E-06    0.76888E-10    0.18325E-11   -0.58640E-08   -0.14350E-01   -0.13764E-04   -0.58640E-08    0.59390E-01
   178    0.50703E+04   -0.35183E+02    0.67792E-06   -0.14289E-01   -0.35183E+02    0.78145E+00    0.68015E-10   -0.12912E-04    0.67792E-06    0.68015E-10    0.18018E-11   -0.58455E-08   -0.14289E-01   -0.12912E-04   -0.58455E-08    0.59929E-01
   179    0.50932E+04   -0.34479E+02    0.66638E-06   -0.14229E-01   -0.34479E+02    0.77116E+00    0.62649E-10   -0.12052E-04    0.66638E-06    0.62649E-10    0.17716E-11   -0.58270E-08   -0.14229E-01   -0.12052E-04   -0.58270E-08    0.60469E-01
   180    0.51157E+04   -0.33749E+02    0.65510E-06   -0.14169E-01   -0.33749E+02    0.76104E+00    0.60575E-10   -0.11183E-04    0.65510E-06    0.60575E-10    0.17421E-11   -0.58085E-08   -0.14169E-01   -0.11183E-04   -0.58085E-08    0.61010E-01
   181    0.51377E+04   -0.32993E+02    0.64409E-06   -0.14110E-01   -0.32993E+02    0.75108E+00    0.61579E-10   -0.10306E-04    0.64409E-06    0.61579E-10    0.17132E-11   -0.57899E-08   -0.14110E-01   -0.10306E-04   -0.57899E-08    0.61553E-01
   182    0.51593E+04   -0.32210E+02    0.63333E-06   -0.14052E-01   -0.32210E+02    0.74135E+00    0.65446E-10   -0.94230E-05    0.63333E-06    0.65446E-10    0.16849E-11   -0.57714E-08   -0.14052E-01   -0.94230E-05   -0.57714E-08    0.62097E-01
   183    0.51803E+04   -0.31402E+02    0.62281E-06   -0.13995E-01   -0.31402E+02    0.73178E+00    0.71962E-10   -0.85336E-05    0.62281E-06    0.71962E-10    0.16572E-11   -0.57527E-08   -0.13995E-01   -0.85336E-05   -0.57527E-08    0.62642E-01
   184    0.52009E+04   -0.30567E+02    0.61254E-06   -0.13939E-01   -0.30567E+02    0.72244E+00    0.80912E-10   -0.76388E-05    0.61254E-06    0.80912E-10    0.16301E-11   -0.57341E-08   -0.13939E-01   -0.76388E-05   -0.57341E-08    0.63188E-01
