#    L    TxT            TxE            TxP            TxW1           ExT            ExE            ExP            ExW1           PxT            PxE            PxP            PxW1           W1xT           W1xE           W1xP           W1xW1       
   515    0.24458E+04   -0.43104E+02    0.45068E-07   -0.72202E-08   -0.43104E+02    0.65987E+01   -0.12238E-08   -0.27764E-12    0.45068E-07   -0.12238E-08    0.60429E-13    0.10095E-07   -0.72202E-08   -0.27764E-12    0.10095E-07    0.19439E+00
   516    0.24507E+04   -0.41915E+02    0.45050E-07   -0.73411E-08   -0.41915E+02    0.65437E+01   -0.11832E-08   -0.28229E-12    0.45050E-07   -0.11832E-08    0.60022E-13    0.10073E-07   -0.73411E-08   -0.28229E-12    0.10073E-07    0.19473E+00
   517    0.24552E+04   -0.40714E+02    0.45028E-07   -0.74258E-08   -0.40714E+02    0.64931E+01   -0.11424E-08   -0.28554E-12    0.45028E-07   -0.11424E-08    0.59618E-13    0.10051E-07   -0.74258E-08   -0.28554E-12    0.10051E-07    0.19507E+00
   518    0.24596E+04   -0.39502E+02    0.45003E-07   -0.74757E-08   -0.39502E+02    0.64469E+01   -0.11015E-08   -0.28746E-12    0.45003E-07   -0.11015E-08    0.59218E-13    0.10030E-07   -0.74757E-08   -0.28746E-12    0.10030E-07    0.19540E+00
   519    0.24639E+04   -0.38279E+02    0.44974E-07   -0.74925E-08   -0.38279E+02    0.64054E+01   -0.10605E-08   -0.28811E-12    0.44974E-07   -0.10605E-08    0.58821E-13    0.10008E-07   -0.74925E-08   -0.28811E-12    0.10008E-07    0.19574E+00
   520    0.24679E+04   -0.37046E+02    0.44942E-07   -0.74776E-08   -0.37046E+02    0.63683E+01   -0.10195E-08   -0.28753E-12    0.44942E-07   -0.10195E-08    0.58427E-13    0.99867E-08   -0.74776E-08   -0.28753E-12    0.99867E-08    0.19607E+00
   521    0.24715E+04   -0.35804E+02    0.44906E-07   -0.74326E-08   -0.35804E+02    0.63358E+01   -0.97831E-09   -0.28581E-12    0.44906E-07   -0.97831E-09    0.58037E-13    0.99654E-08   -0.74326E-08   -0.28581E-12    0.99654E-08    0.19640E+00
   522    0.24750E+04   -0.34554E+02    0.44867E-07   -0.73591E-08   -0.34554E+02    0.63082E+01   -0.93708E-09   -0.28298E-12    0.44867E-07   -0.93708E-09    0.57650E-13    0.99441E-08   -0.73591E-08   -0.28298E-12    0.99441E-08    0.19674E+00
   523    0.24783E+04   -0.33296E+02    0.44824E-07   -0.72586E-08   -0.33296E+02    0.62852E+01   -0.89579E-09   -0.27911E-12    0.44824E-07   -0.89579E-09    0.57266E-13    0.99229E-08   -0.72586E-08   -0.27911E-12    0.99229E-08    0.19707E+00
   524    0.24814E+04   -0.32031E+02    0.44777E-07   -0.71327E-08   -0.32031E+02    0.62669E+01   -0.85443E-09   -0.27427E-12    0.44777E-07   -0.85443E-09    0.56886E-13    0.99017E-08   -0.71327E-08   -0.27427E-12    0.99017E-08    0.19741E+00
   525    0.24842E+04   -0.30759E+02    0.44727E-07   -0.69828E-08   -0.30759E+02    0.62534E+01   -0.81301E-09   -0.26851E-12    0.44727E-07   -0.81301E-09    0.56509E-13    0.98807E-08   -0.69828E-08   -0.26851E-12    0.98807E-08    0.19774E+00
   526    0.24867E+04   -0.29482E+02    0.44673E-07   -0.68107E-08   -0.29482E+02    0.62448E+01   -0.77153E-09   -0.26189E-12    0.44673E-07   -0.77153E-09    0.56134E-13    0.98597E-08   -0.68107E-08   -0.26189E-12    0.98597E-08    0.19807E+00
   527    0.24893E+04   -0.28200E+02    0.44615E-07   -0.66177E-08   -0.28200E+02    0.62410E+01   -0.73000E-09   -0.25447E-12    0.44615E-07   -0.73000E-09    0.55763E-13    0.98387E-08   -0.66177E-08   -0.25447E-12    0.98387E-08    0.19840E+00
   528    0.24914E+04   -0.26915E+02    0.44554E-07   -0.64055E-08   -0.26915E+02    0.62419E+01   -0.68844E-09   -0.24631E-12    0.44554E-07   -0.68844E-09    0.55395E-13    0.98179E-08   -0.64055E-08   -0.24631E-12    0.98179E-08    0.19874E+00
   529    0.24933E+04   -0.25625E+02    0.44489E-07   -0.61756E-08   -0.25625E+02    0.62481E+01   -0.64683E-09   -0.23747E-12    0.44489E-07   -0.64683E-09    0.55031E-13    0.97971E-08   -0.61756E-08   -0.23747E-12    0.97971E-08    0.19907E+00
   530    0.24950E+04   -0.24335E+02    0.44420E-07   -0.59295E-08   -0.24335E+02    0.62591E+01   -0.60520E-09   -0.22801E-12    0.44420E-07   -0.60520E-09    0.54669E-13    0.97764E-08   -0.59295E-08   -0.22801E-12    0.97764E-08    0.19940E+00
   531    0.24966E+04   -0.23040E+02    0.44347E-07   -0.56688E-08   -0.23040E+02    0.62749E+01   -0.56354E-09   -0.21798E-12    0.44347E-07   -0.56354E-09    0.54310E-13    0.97558E-08   -0.56688E-08   -0.21798E-12    0.97558E-08    0.19973E+00
   532    0.24978E+04   -0.21746E+02    0.44270E-07   -0.53951E-08   -0.21746E+02    0.62959E+01   -0.52186E-09   -0.20746E-12    0.44270E-07   -0.52186E-09    0.53954E-13    0.97352E-08   -0.53951E-08   -0.20746E-12    0.97352E-08    0.20006E+00
   533    0.24988E+04   -0.20451E+02    0.44189E-07   -0.51098E-08   -0.20451E+02    0.63219E+01   -0.48017E-09   -0.19649E-12    0.44189E-07   -0.48017E-09    0.53601E-13    0.97147E-08   -0.51098E-08   -0.19649E-12    0.97147E-08    0.20039E+00
   534    0.24995E+04   -0.19157E+02    0.44105E-07   -0.48146E-08   -0.19157E+02    0.63529E+01   -0.43847E-09   -0.18514E-12    0.44105E-07   -0.43847E-09    0.53251E-13    0.96943E-08   -0.48146E-08   -0.18514E-12    0.96943E-08    0.20072E+00
   535    0.25001E+04   -0.17864E+02    0.44017E-07   -0.45110E-08   -0.17864E+02    0.63890E+01   -0.39677E-09   -0.17346E-12    0.44017E-07   -0.39677E-09    0.52904E-13    0.96739E-08   -0.45110E-08   -0.17346E-12    0.96739E-08    0.20105E+00
   536    0.25004E+04   -0.16572E+02    0.43924E-07   -0.42005E-08   -0.16572E+02    0.64301E+01   -0.35508E-09   -0.16152E-12    0.43924E-07   -0.35508E-09    0.52560E-13    0.96536E-08   -0.42005E-08   -0.16152E-12    0.96536E-08    0.20138E+00
   537    0.25005E+04   -0.15283E+02    0.43828E-07   -0.38847E-08   -0.15283E+02    0.64763E+01   -0.31339E-09   -0.14938E-12    0.43828E-07   -0.31339E-09    0.52218E-13    0.96334E-08   -0.38847E-08   -0.14938E-12    0.96334E-08    0.20171E+00
   538    0.25003E+04   -0.13997E+02    0.43727E-07   -0.35651E-08   -0.13997E+02    0.65277E+01   -0.27172E-09   -0.13709E-12    0.43727E-07   -0.27172E-09    0.51880E-13    0.96133E-08   -0.35651E-08   -0.13709E-12    0.96133E-08    0.20203E+00
   539    0.25000E+04   -0.12716E+02    0.43623E-07   -0.32434E-08   -0.12716E+02    0.65840E+01   -0.23007E-09   -0.12472E-12    0.43623E-07   -0.23007E-09    0.51544E-13    0.95932E-08   -0.32434E-08   -0.12472E-12    0.95932E-08    0.20236E+00
   540    0.24994E+04   -0.11439E+02    0.43515E-07   -0.29209E-08   -0.11439E+02    0.66457E+01   -0.18845E-09   -0.11232E-12    0.43515E-07   -0.18845E-09    0.51211E-13    0.95732E-08   -0.29209E-08   -0.11232E-12    0.95732E-08    0.20269E+00
   541    0.24985E+04   -0.10167E+02    0.43402E-07   -0.25993E-08   -0.10167E+02    0.67123E+01   -0.14686E-09   -0.99952E-13    0.43402E-07   -0.14686E-09    0.50880E-13    0.95532E-08   -0.25993E-08   -0.99952E-13    0.95532E-08    0.20302E+00
   542    0.24975E+04   -0.89027E+01    0.43286E-07   -0.22802E-08   -0.89027E+01    0.67840E+01   -0.10531E-09   -0.87679E-13    0.43286E-07   -0.10531E-09    0.50553E-13    0.95333E-08   -0.22802E-08   -0.87679E-13    0.95333E-08    0.20334E+00
   543    0.24962E+04   -0.76446E+01    0.43165E-07   -0.19650E-08   -0.76446E+01    0.68609E+01   -0.63807E-10   -0.75560E-13    0.43165E-07   -0.63807E-10    0.50228E-13    0.95135E-08   -0.19650E-08   -0.75560E-13    0.95135E-08    0.20367E+00
   544    0.24948E+04   -0.63940E+01    0.43040E-07   -0.16553E-08   -0.63940E+01    0.69429E+01   -0.22354E-10   -0.63652E-13    0.43040E-07   -0.22354E-10    0.49905E-13    0.94937E-08   -0.16553E-08   -0.63652E-13    0.94937E-08    0.20400E+00
   545    0.24930E+04   -0.51516E+01    0.42911E-07   -0.13527E-08   -0.51516E+01    0.70299E+01    0.19042E-10   -0.52017E-13    0.42911E-07    0.19042E-10    0.49585E-13    0.94741E-08   -0.13527E-08   -0.52017E-13    0.94741E-08    0.20432E+00
   546    0.24911E+04   -0.39183E+01    0.42777E-07   -0.10588E-08   -0.39183E+01    0.71218E+01    0.60376E-10   -0.40713E-13    0.42777E-07    0.60376E-10    0.49268E-13    0.94544E-08   -0.10588E-08   -0.40713E-13    0.94544E-08    0.20465E+00
   547    0.24889E+04   -0.26944E+01    0.42640E-07   -0.77496E-09   -0.26944E+01    0.72188E+01    0.10164E-09   -0.29799E-13    0.42640E-07    0.10164E-09    0.48953E-13    0.94349E-08   -0.77496E-09   -0.29799E-13    0.94349E-08    0.20497E+00
   548    0.24866E+04   -0.14809E+01    0.42498E-07   -0.50286E-09   -0.14809E+01    0.73208E+01    0.14283E-09   -0.19336E-13    0.42498E-07    0.14283E-09    0.48641E-13    0.94154E-08   -0.50286E-09   -0.19336E-13    0.94154E-08    0.20530E+00
   549    0.24840E+04   -0.27857E+00    0.42352E-07   -0.24402E-09   -0.27857E+00    0.74280E+01    0.18394E-09   -0.93835E-14    0.42352E-07    0.18394E-09    0.48331E-13    0.93960E-08   -0.24402E-09   -0.93835E-14    0.93960E-08    0.20562E+00
   550    0.24812E+04    0.91208E+00    0.42202E-07    0.00000E+00    0.91208E+00    0.75401E+01    0.22497E-09    0.00000E+00    0.42202E-07    0.22497E-09    0.48024E-13    0.93766E-08    0.00000E+00    0.00000E+00    0.93766E-08    0.20595E+00
   551    0.24783E+04    0.20904E+01    0.42047E-07    0.22799E-09    0.20904E+01    0.76574E+01    0.26590E-09    0.87670E-14    0.42047E-07    0.26590E-09    0.47719E-13    0.93573E-08    0.22799E-09    0.87670E-14    0.93573E-08    0.20627E+00
   552    0.24750E+04    0.32555E+01    0.41888E-07    0.44005E-09    0.32555E+01    0.77797E+01    0.30674E-09    0.16921E-13    0.41888E-07    0.30674E-09    0.47416E-13    0.93380E-08    0.44005E-09    0.16921E-13    0.93380E-08    0.20659E+00
   553    0.24717E+04    0.44069E+01    0.41724E-07    0.63657E-09    0.44069E+01    0.79056E+01    0.34747E-09    0.24478E-13    0.41724E-07    0.34747E-09    0.47116E-13    0.93189E-08    0.63657E-09    0.24478E-13    0.93189E-08    0.20692E+00
   554    0.24680E+04    0.55438E+01    0.41557E-07    0.81798E-09    0.55438E+01    0.80381E+01    0.38809E-09    0.31454E-13    0.41557E-07    0.38809E-09    0.46818E-13    0.92997E-08    0.81798E-09    0.31454E-13    0.92997E-08    0.20724E+00
   555    0.24642E+04    0.66656E+01    0.41385E-07    0.98469E-09    0.66656E+01    0.81750E+01    0.42859E-09    0.37864E-13    0.41385E-07    0.42859E-09    0.46522E-13    0.92807E-08    0.98469E-09    0.37864E-13    0.92807E-08    0.20756E+00
   556    0.24602E+04    0.77719E+01    0.41210E-07    0.11371E-08    0.77719E+01    0.83169E+01    0.46898E-09    0.43725E-13    0.41210E-07    0.46898E-09    0.46229E-13    0.92617E-08    0.11371E-08    0.43725E-13    0.92617E-08    0.20788E+00
   557    0.24560E+04    0.88610E+01    0.41030E-07    0.12757E-08    0.88610E+01    0.84632E+01    0.50923E-09    0.49053E-13    0.41030E-07    0.50923E-09    0.45938E-13    0.92428E-08    0.12757E-08    0.49053E-13    0.92428E-08    0.20820E+00
   558    0.24515E+04    0.99335E+01    0.40847E-07    0.14008E-08    0.99335E+01    0.86154E+01    0.54934E-09    0.53864E-13    0.40847E-07    0.54934E-09    0.45649E-13    0.92239E-08    0.14008E-08    0.53864E-13    0.92239E-08    0.20853E+00
   559    0.24469E+04    0.10989E+02    0.40659E-07    0.15128E-08    0.10989E+02    0.87712E+01    0.58932E-09    0.58173E-13    0.40659E-07    0.58932E-09    0.45363E-13    0.92051E-08    0.15128E-08    0.58173E-13    0.92051E-08    0.20885E+00
   560    0.24422E+04    0.12025E+02    0.40468E-07    0.16123E-08    0.12025E+02    0.89313E+01    0.62914E-09    0.61997E-13    0.40468E-07    0.62914E-09    0.45079E-13    0.91863E-08    0.16123E-08    0.61997E-13    0.91863E-08    0.20917E+00
   561    0.24371E+04    0.13042E+02    0.40273E-07    0.16995E-08    0.13042E+02    0.90966E+01    0.66881E-09    0.65352E-13    0.40273E-07    0.66881E-09    0.44797E-13    0.91676E-08    0.16995E-08    0.65352E-13    0.91676E-08    0.20949E+00
   562    0.24320E+04    0.14040E+02    0.40074E-07    0.17750E-08    0.14040E+02    0.92669E+01    0.70832E-09    0.68252E-13    0.40074E-07    0.70832E-09    0.44517E-13    0.91490E-08    0.17750E-08    0.68252E-13    0.91490E-08    0.20981E+00
   563    0.24267E+04    0.15020E+02    0.39872E-07    0.18390E-08    0.15020E+02    0.94410E+01    0.74767E-09    0.70716E-13    0.39872E-07    0.74767E-09    0.44239E-13    0.91304E-08    0.18390E-08    0.70716E-13    0.91304E-08    0.21013E+00
   564    0.24212E+04    0.15976E+02    0.39666E-07    0.18921E-08    0.15976E+02    0.96209E+01    0.78684E-09    0.72757E-13    0.39666E-07    0.78684E-09    0.43964E-13    0.91119E-08    0.18921E-08    0.72757E-13    0.91119E-08    0.21045E+00
   565    0.24155E+04    0.16913E+02    0.39457E-07    0.19347E-08    0.16913E+02    0.98037E+01    0.82583E-09    0.74393E-13    0.39457E-07    0.82583E-09    0.43691E-13    0.90935E-08    0.19347E-08    0.74393E-13    0.90935E-08    0.21076E+00
   566    0.24096E+04    0.17827E+02    0.39244E-07    0.19671E-08    0.17827E+02    0.99916E+01    0.86463E-09    0.75639E-13    0.39244E-07    0.86463E-09    0.43420E-13    0.90751E-08    0.19671E-08    0.75639E-13    0.90751E-08    0.21108E+00
   567    0.24036E+04    0.18719E+02    0.39027E-07    0.19897E-08    0.18719E+02    0.10183E+02    0.90324E-09    0.76511E-13    0.39027E-07    0.90324E-09    0.43151E-13    0.90567E-08    0.19897E-08    0.76511E-13    0.90567E-08    0.21140E+00
   568    0.23975E+04    0.19588E+02    0.38807E-07    0.20031E-08    0.19588E+02    0.10380E+02    0.94166E-09    0.77026E-13    0.38807E-07    0.94166E-09    0.42884E-13    0.90385E-08    0.20031E-08    0.77026E-13    0.90385E-08    0.21172E+00
   569    0.23911E+04    0.20435E+02    0.38584E-07    0.20076E-08    0.20435E+02    0.10581E+02    0.97987E-09    0.77198E-13    0.38584E-07    0.97987E-09    0.42619E-13    0.90202E-08    0.20076E-08    0.77198E-13    0.90202E-08    0.21203E+00
   570    0.23847E+04    0.21256E+02    0.38358E-07    0.20036E-08    0.21256E+02    0.10786E+02    0.10179E-08    0.77045E-13    0.38358E-07    0.10179E-08    0.42356E-13    0.90021E-08    0.20036E-08    0.77045E-13    0.90021E-08    0.21235E+00
   571    0.23780E+04    0.22053E+02    0.38128E-07    0.19916E-08    0.22053E+02    0.10995E+02    0.10556E-08    0.76582E-13    0.38128E-07    0.10556E-08    0.42096E-13    0.89840E-08    0.19916E-08    0.76582E-13    0.89840E-08    0.21267E+00
   572    0.23712E+04    0.22826E+02    0.37896E-07    0.19719E-08    0.22826E+02    0.11208E+02    0.10932E-08    0.75824E-13    0.37896E-07    0.10932E-08    0.41837E-13    0.89659E-08    0.19719E-08    0.75824E-13    0.89659E-08    0.21298E+00
   573    0.23643E+04    0.23573E+02    0.37660E-07    0.19450E-08    0.23573E+02    0.11425E+02    0.11305E-08    0.74789E-13    0.37660E-07    0.11305E-08    0.41580E-13    0.89479E-08    0.19450E-08    0.74789E-13    0.89479E-08    0.21330E+00
   574    0.23572E+04    0.24294E+02    0.37421E-07    0.19112E-08    0.24294E+02    0.11646E+02    0.11676E-08    0.73491E-13    0.37421E-07    0.11676E-08    0.41326E-13    0.89300E-08    0.19112E-08    0.73491E-13    0.89300E-08    0.21362E+00
   575    0.23500E+04    0.24989E+02    0.37180E-07    0.18711E-08    0.24989E+02    0.11870E+02    0.12045E-08    0.71948E-13    0.37180E-07    0.12045E-08    0.41073E-13    0.89121E-08    0.18711E-08    0.71948E-13    0.89121E-08    0.21393E+00
   576    0.23427E+04    0.25657E+02    0.36935E-07    0.18249E-08    0.25657E+02    0.12098E+02    0.12411E-08    0.70174E-13    0.36935E-07    0.12411E-08    0.40823E-13    0.88943E-08    0.18249E-08    0.70174E-13    0.88943E-08    0.21425E+00
   577    0.23352E+04    0.26299E+02    0.36687E-07    0.17732E-08    0.26299E+02    0.12330E+02    0.12774E-08    0.68185E-13    0.36687E-07    0.12774E-08    0.40574E-13    0.88766E-08    0.17732E-08    0.68185E-13    0.88766E-08    0.21456E+00
   578    0.23276E+04    0.26912E+02    0.36437E-07    0.17164E-08    0.26912E+02    0.12566E+02    0.13135E-08    0.65999E-13    0.36437E-07    0.13135E-08    0.40327E-13    0.88588E-08    0.17164E-08    0.65999E-13    0.88588E-08    0.21487E+00
   579    0.23199E+04    0.27499E+02    0.36184E-07    0.16547E-08    0.27499E+02    0.12805E+02    0.13493E-08    0.63630E-13    0.36184E-07    0.13493E-08    0.40082E-13    0.88412E-08    0.16547E-08    0.63630E-13    0.88412E-08    0.21519E+00
   580    0.23122E+04    0.28056E+02    0.35928E-07    0.15888E-08    0.28056E+02    0.13048E+02    0.13848E-08    0.61094E-13    0.35928E-07    0.13848E-08    0.39839E-13    0.88236E-08    0.15888E-08    0.61094E-13    0.88236E-08    0.21550E+00
   581    0.23041E+04    0.28585E+02    0.35670E-07    0.15190E-08    0.28585E+02    0.13293E+02    0.14201E-08    0.58408E-13    0.35670E-07    0.14201E-08    0.39598E-13    0.88061E-08    0.15190E-08    0.58408E-13    0.88061E-08    0.21581E+00
   582    0.22961E+04    0.29085E+02    0.35409E-07    0.14456E-08    0.29085E+02    0.13543E+02    0.14551E-08    0.55588E-13    0.35409E-07    0.14551E-08    0.39359E-13    0.87886E-08    0.14456E-08    0.55588E-13    0.87886E-08    0.21613E+00
   583    0.22879E+04    0.29556E+02    0.35146E-07    0.13692E-08    0.29556E+02    0.13795E+02    0.14898E-08    0.52649E-13    0.35146E-07    0.14898E-08    0.39121E-13    0.87711E-08    0.13692E-08    0.52649E-13    0.87711E-08    0.21644E+00
   584    0.22797E+04    0.29997E+02    0.34880E-07    0.12901E-08    0.29997E+02    0.14050E+02    0.15241E-08    0.49607E-13    0.34880E-07    0.15241E-08    0.38886E-13    0.87538E-08    0.12901E-08    0.49607E-13    0.87538E-08    0.21675E+00
   585    0.22714E+04    0.30408E+02    0.34612E-07    0.12087E-08    0.30408E+02    0.14308E+02    0.15582E-08    0.46479E-13    0.34612E-07    0.15582E-08    0.38652E-13    0.87364E-08    0.12087E-08    0.46479E-13    0.87364E-08    0.21706E+00
   586    0.22630E+04    0.30789E+02    0.34341E-07    0.11255E-08    0.30789E+02    0.14569E+02    0.15920E-08    0.43280E-13    0.34341E-07    0.15920E-08    0.38420E-13    0.87192E-08    0.11255E-08    0.43280E-13    0.87192E-08    0.21737E+00
   587    0.22545E+04    0.31139E+02    0.34068E-07    0.10409E-08    0.31139E+02    0.14833E+02    0.16254E-08    0.40026E-13    0.34068E-07    0.16254E-08    0.38190E-13    0.87019E-08    0.10409E-08    0.40026E-13    0.87019E-08    0.21768E+00
   588    0.22459E+04    0.31458E+02    0.33793E-07    0.95529E-09    0.31458E+02    0.15099E+02    0.16586E-08    0.36734E-13    0.33793E-07    0.16586E-08    0.37961E-13    0.86848E-08    0.95529E-09    0.36734E-13    0.86848E-08    0.21799E+00
   589    0.22372E+04    0.31747E+02    0.33516E-07    0.86907E-09    0.31747E+02    0.15369E+02    0.16914E-08    0.33418E-13    0.33516E-07    0.16914E-08    0.37734E-13    0.86677E-08    0.86907E-09    0.33418E-13    0.86677E-08    0.21830E+00
   590    0.22285E+04    0.32004E+02    0.33237E-07    0.78267E-09    0.32004E+02    0.15640E+02    0.17238E-08    0.30096E-13    0.33237E-07    0.17238E-08    0.37509E-13    0.86506E-08    0.78267E-09    0.30096E-13    0.86506E-08    0.21861E+00
   591    0.22197E+04    0.32230E+02    0.32955E-07    0.69650E-09    0.32230E+02    0.15915E+02    0.17559E-08    0.26782E-13    0.32955E-07    0.17559E-08    0.37286E-13    0.86336E-08    0.69650E-09    0.26782E-13    0.86336E-08    0.21892E+00
   592    0.22109E+04    0.32424E+02    0.32672E-07    0.61098E-09    0.32424E+02    0.16191E+02    0.17877E-08    0.23494E-13    0.32672E-07    0.17877E-08    0.37064E-13    0.86166E-08    0.61098E-09    0.23494E-13    0.86166E-08    0.21923E+00
   593    0.22019E+04    0.32587E+02    0.32387E-07    0.52653E-09    0.32587E+02    0.16470E+02    0.18191E-08    0.20246E-13    0.32387E-07    0.18191E-08    0.36844E-13    0.85997E-08    0.52653E-09    0.20246E-13    0.85997E-08    0.21954E+00
   594    0.21928E+04    0.32716E+02    0.32100E-07    0.44355E-09    0.32716E+02    0.16751E+02    0.18501E-08    0.17056E-13    0.32100E-07    0.18501E-08    0.36626E-13    0.85829E-08    0.44355E-09    0.17056E-13    0.85829E-08    0.21985E+00
   595    0.21838E+04    0.32815E+02    0.31811E-07    0.36247E-09    0.32815E+02    0.17033E+02    0.18808E-08    0.13938E-13    0.31811E-07    0.18808E-08    0.36409E-13    0.85661E-08    0.36247E-09    0.13938E-13    0.85661E-08    0.22015E+00
